timestamp,location,device_id,sensor_type,value,unit,latitude,longitude
2024-12-21T02:45:53.023727,Bucharest,TEMP003,temperature,16.42,C,44.4305,26.108
2024-12-21T02:45:53.023727,Bucharest,HUM001,humidity,81.5,%,44.4255,26.1
2024-12-21T02:45:53.023727,Bucharest,HUM002,humidity,79.76,%,44.431,26.105
2024-12-21T02:45:53.023727,Bucharest,HUM003,humidity,88.27,%,44.4325,26.109
2024-12-21T02:45:53.023727,Bucharest,AQI001,air_quality,45.69,AQI,44.428,26.1035
2024-12-21T02:45:53.023727,Bucharest,WIND001,wind_speed,10.82,km/h,44.427,26.1015
2024-12-21T03:45:53.023727,Bucharest,TEMP001,temperature,16.46,C,44.4268,26.1025
2024-12-21T03:45:53.023727,Bucharest,TEMP002,temperature,16.99,C,44.429,26.104
2024-12-21T03:45:53.023727,Bucharest,TEMP003,temperature,16.99,C,44.4305,26.108
2024-12-21T03:45:53.023727,Bucharest,HUM001,humidity,79.61,%,44.4255,26.1
2024-12-21T03:45:53.023727,Bucharest,HUM002,humidity,81.04,%,44.431,26.105
2024-12-21T03:45:53.023727,Bucharest,HUM003,humidity,84.17,%,44.4325,26.109
2024-12-21T03:45:53.023727,Bucharest,AQI001,air_quality,53.21,AQI,44.428,26.1035
2024-12-21T03:45:53.023727,Bucharest,WIND001,wind_speed,5.63,km/h,44.427,26.1015
2024-12-21T04:45:53.023727,Bucharest,TEMP001,temperature,17.6,C,44.4268,26.1025
2024-12-21T04:45:53.023727,Bucharest,TEMP002,temperature,17.5,C,44.429,26.104
2024-12-21T04:45:53.023727,Bucharest,TEMP003,temperature,18.02,C,44.4305,26.108
2024-12-21T04:45:53.023727,Bucharest,HUM001,humidity,81.75,%,44.4255,26.1
2024-12-21T04:45:53.023727,Bucharest,HUM002,humidity,82.54,%,44.431,26.105
2024-12-21T04:45:53.023727,Bucharest,HUM003,humidity,80.24,%,44.4325,26.109
2024-12-21T04:45:53.023727,Bucharest,AQI001,air_quality,48.86,AQI,44.428,26.1035
2024-12-21T04:45:53.023727,Bucharest,WIND001,wind_speed,12.35,km/h,44.427,26.1015
2024-12-21T05:45:53.023727,Bucharest,TEMP001,temperature,18.92,C,44.4268,26.1025
2024-12-21T05:45:53.023727,Bucharest,TEMP002,temperature,18.68,C,44.429,26.104
2024-12-21T05:45:53.023727,Bucharest,TEMP003,temperature,19.03,C,44.4305,26.108
2024-12-21T05:45:53.023727,Bucharest,HUM001,humidity,78.19,%,44.4255,26.1
2024-12-21T05:45:53.023727,Bucharest,HUM002,humidity,81.86,%,44.431,26.105
2024-12-21T05:45:53.023727,Bucharest,HUM003,humidity,82.75,%,44.4325,26.109
2024-12-21T05:45:53.023727,Bucharest,AQI001,air_quality,46.28,AQI,44.428,26.1035
2024-12-21T05:45:53.023727,Bucharest,WIND001,wind_speed,8.52,km/h,44.427,26.1015
2024-12-21T06:45:53.023727,Bucharest,TEMP001,temperature,20.68,C,44.4268,26.1025
2024-12-21T06:45:53.023727,Bucharest,TEMP002,temperature,20.2,C,44.429,26.104
2024-12-21T06:45:53.023727,Bucharest,TEMP003,temperature,20.92,C,44.4305,26.108
2024-12-21T06:45:53.023727,Bucharest,HUM001,humidity,82.22,%,44.4255,26.1
2024-12-21T06:45:53.023727,Bucharest,HUM002,humidity,81.36,%,44.431,26.105
2024-12-21T06:45:53.023727,Bucharest,HUM003,humidity,82.8,%,44.4325,26.109
2024-12-21T06:45:53.023727,Bucharest,AQI001,air_quality,56.61,AQI,44.428,26.1035
2024-12-21T06:45:53.023727,Bucharest,WIND001,wind_speed,13.43,km/h,44.427,26.1015
2024-12-21T07:45:53.023727,Bucharest,TEMP001,temperature,21.94,C,44.4268,26.1025
2024-12-21T07:45:53.023727,Bucharest,TEMP002,temperature,21.36,C,44.429,26.104
2024-12-21T07:45:53.023727,Bucharest,TEMP003,temperature,21.54,C,44.4305,26.108
2024-12-21T07:45:53.023727,Bucharest,HUM001,humidity,75.6,%,44.4255,26.1
2024-12-21T07:45:53.023727,Bucharest,HUM002,humidity,75.35,%,44.431,26.105
2024-12-21T07:45:53.023727,Bucharest,HUM003,humidity,76.76,%,44.4325,26.109
2024-12-21T07:45:53.023727,Bucharest,AQI001,air_quality,84.72,AQI,44.428,26.1035
2024-12-21T07:45:53.023727,Bucharest,WIND001,wind_speed,13.53,km/h,44.427,26.1015
2024-12-21T08:45:53.023727,Bucharest,TEMP001,temperature,23.17,C,44.4268,26.1025
2024-12-21T08:45:53.023727,Bucharest,TEMP002,temperature,23.01,C,44.429,26.104
2024-12-21T08:45:53.023727,Bucharest,TEMP003,temperature,23.39,C,44.4305,26.108
2024-12-21T08:45:53.023727,Bucharest,HUM001,humidity,74.35,%,44.4255,26.1
2024-12-21T08:45:53.023727,Bucharest,HUM002,humidity,77.41,%,44.431,26.105
2024-12-21T08:45:53.023727,Bucharest,HUM003,humidity,75.59,%,44.4325,26.109
2024-12-21T08:45:53.023727,Bucharest,AQI001,air_quality,73.24,AQI,44.428,26.1035
2024-12-21T08:45:53.023727,Bucharest,WIND001,wind_speed,18.39,km/h,44.427,26.1015
2024-12-21T09:45:53.023727,Bucharest,TEMP001,temperature,23.9,C,44.4268,26.1025
2024-12-21T09:45:53.023727,Bucharest,TEMP002,temperature,24.1,C,44.429,26.104
2024-12-21T09:45:53.023727,Bucharest,TEMP003,temperature,24.0,C,44.4305,26.108
2024-12-21T09:45:53.023727,Bucharest,HUM001,humidity,72.76,%,44.4255,26.1
2024-12-21T09:45:53.023727,Bucharest,HUM002,humidity,80.37,%,44.431,26.105
2024-12-21T09:45:53.023727,Bucharest,HUM003,humidity,75.85,%,44.4325,26.109
2024-12-21T09:45:53.023727,Bucharest,AQI001,air_quality,76.66,AQI,44.428,26.1035
2024-12-21T09:45:53.023727,Bucharest,WIND001,wind_speed,19.32,km/h,44.427,26.1015
2024-12-21T10:45:53.023727,Bucharest,TEMP001,temperature,24.97,C,44.4268,26.1025
2024-12-21T10:45:53.023727,Bucharest,TEMP002,temperature,25.21,C,44.429,26.104
2024-12-21T10:45:53.023727,Bucharest,TEMP003,temperature,24.75,C,44.4305,26.108
2024-12-21T10:45:53.023727,Bucharest,HUM001,humidity,79.24,%,44.4255,26.1
2024-12-21T10:45:53.023727,Bucharest,HUM002,humidity,72.76,%,44.431,26.105
2024-12-21T10:45:53.023727,Bucharest,HUM003,humidity,76.65,%,44.4325,26.109
2024-12-21T10:45:53.023727,Bucharest,AQI001,air_quality,74.65,AQI,44.428,26.1035
2024-12-21T10:45:53.023727,Bucharest,WIND001,wind_speed,16.5,km/h,44.427,26.1015
2024-12-21T11:45:53.023727,Bucharest,TEMP001,temperature,25.7,C,44.4268,26.1025
2024-12-21T11:45:53.023727,Bucharest,TEMP002,temperature,25.61,C,44.429,26.104
2024-12-21T11:45:53.023727,Bucharest,TEMP003,temperature,25.21,C,44.4305,26.108
2024-12-21T11:45:53.023727,Bucharest,HUM001,humidity,70.45,%,44.4255,26.1
2024-12-21T11:45:53.023727,Bucharest,HUM002,humidity,76.32,%,44.431,26.105
2024-12-21T11:45:53.023727,Bucharest,HUM003,humidity,79.15,%,44.4325,26.109
2024-12-21T11:45:53.023727,Bucharest,AQI001,air_quality,49.04,AQI,44.428,26.1035
2024-12-21T11:45:53.023727,Bucharest,WIND001,wind_speed,14.54,km/h,44.427,26.1015
2024-12-21T12:45:53.023727,Bucharest,TEMP001,temperature,25.17,C,44.4268,26.1025
2024-12-21T12:45:53.023727,Bucharest,TEMP002,temperature,25.12,C,44.429,26.104
2024-12-21T12:45:53.023727,Bucharest,TEMP003,temperature,25.51,C,44.4305,26.108
2024-12-21T12:45:53.023727,Bucharest,HUM001,humidity,78.64,%,44.4255,26.1
2024-12-21T12:45:53.023727,Bucharest,HUM002,humidity,71.48,%,44.431,26.105
2024-12-21T12:45:53.023727,Bucharest,HUM003,humidity,70.94,%,44.4325,26.109
2024-12-21T12:45:53.023727,Bucharest,AQI001,air_quality,59.47,AQI,44.428,26.1035
2024-12-21T12:45:53.023727,Bucharest,WIND001,wind_speed,16.02,km/h,44.427,26.1015
2024-12-21T13:45:53.023727,Bucharest,TEMP001,temperature,25.59,C,44.4268,26.1025
2024-12-21T13:45:53.023727,Bucharest,TEMP002,temperature,25.73,C,44.429,26.104
2024-12-21T13:45:53.023727,Bucharest,TEMP003,temperature,25.45,C,44.4305,26.108
2024-12-21T13:45:53.023727,Bucharest,HUM001,humidity,77.85,%,44.4255,26.1
2024-12-21T13:45:53.023727,Bucharest,HUM002,humidity,75.26,%,44.431,26.105
2024-12-21T13:45:53.023727,Bucharest,HUM003,humidity,74.23,%,44.4325,26.109
2024-12-21T13:45:53.023727,Bucharest,AQI001,air_quality,47.62,AQI,44.428,26.1035
2024-12-21T13:45:53.023727,Bucharest,WIND001,wind_speed,11.55,km/h,44.427,26.1015
2024-12-21T14:45:53.023727,Bucharest,TEMP001,temperature,25.05,C,44.4268,26.1025
2024-12-21T14:45:53.023727,Bucharest,TEMP002,temperature,24.35,C,44.429,26.104
2024-12-21T14:45:53.023727,Bucharest,TEMP003,temperature,24.99,C,44.4305,26.108
2024-12-21T14:45:53.023727,Bucharest,HUM001,humidity,73.78,%,44.4255,26.1
2024-12-21T14:45:53.023727,Bucharest,HUM002,humidity,73.85,%,44.431,26.105
2024-12-21T14:45:53.023727,Bucharest,HUM003,humidity,72.54,%,44.4325,26.109
2024-12-21T14:45:53.023727,Bucharest,AQI001,air_quality,44.44,AQI,44.428,26.1035
2024-12-21T14:45:53.023727,Bucharest,WIND001,wind_speed,15.53,km/h,44.427,26.1015
2024-12-21T15:45:53.023727,Bucharest,TEMP001,temperature,24.13,C,44.4268,26.1025
2024-12-21T15:45:53.023727,Bucharest,TEMP002,temperature,24.4,C,44.429,26.104
2024-12-21T15:45:53.023727,Bucharest,TEMP003,temperature,24.05,C,44.4305,26.108
2024-12-21T15:45:53.023727,Bucharest,HUM001,humidity,78.24,%,44.4255,26.1
2024-12-21T15:45:53.023727,Bucharest,HUM002,humidity,74.71,%,44.431,26.105
2024-12-21T15:45:53.023727,Bucharest,HUM003,humidity,75.75,%,44.4325,26.109
2024-12-21T15:45:53.023727,Bucharest,AQI001,air_quality,55.52,AQI,44.428,26.1035
2024-12-21T15:45:53.023727,Bucharest,WIND001,wind_speed,18.81,km/h,44.427,26.1015
2024-12-21T16:45:53.023727,Bucharest,TEMP001,temperature,23.23,C,44.4268,26.1025
2024-12-21T16:45:53.023727,Bucharest,TEMP002,temperature,22.81,C,44.429,26.104
2024-12-21T16:45:53.023727,Bucharest,TEMP003,temperature,23.25,C,44.4305,26.108
2024-12-21T16:45:53.023727,Bucharest,HUM001,humidity,76.93,%,44.4255,26.1
2024-12-21T16:45:53.023727,Bucharest,HUM002,humidity,80.82,%,44.431,26.105
2024-12-21T16:45:53.023727,Bucharest,HUM003,humidity,78.62,%,44.4325,26.109
2024-12-21T16:45:53.023727,Bucharest,AQI001,air_quality,78.43,AQI,44.428,26.1035
2024-12-21T16:45:53.023727,Bucharest,WIND001,wind_speed,10.91,km/h,44.427,26.1015
2024-12-21T17:45:53.023727,Bucharest,TEMP001,temperature,21.35,C,44.4268,26.1025
2024-12-21T17:45:53.023727,Bucharest,TEMP002,temperature,21.37,C,44.429,26.104
2024-12-21T17:45:53.023727,Bucharest,TEMP003,temperature,21.74,C,44.4305,26.108
2024-12-21T17:45:53.023727,Bucharest,HUM001,humidity,80.58,%,44.4255,26.1
2024-12-21T17:45:53.023727,Bucharest,HUM002,humidity,75.06,%,44.431,26.105
2024-12-21T17:45:53.023727,Bucharest,HUM003,humidity,76.66,%,44.4325,26.109
2024-12-21T17:45:53.023727,Bucharest,AQI001,air_quality,81.47,AQI,44.428,26.1035
2024-12-21T17:45:53.023727,Bucharest,WIND001,wind_speed,11.41,km/h,44.427,26.1015
2024-12-21T18:45:53.023727,Bucharest,TEMP001,temperature,20.94,C,44.4268,26.1025
2024-12-21T18:45:53.023727,Bucharest,TEMP002,temperature,20.06,C,44.429,26.104
2024-12-21T18:45:53.023727,Bucharest,TEMP003,temperature,20.62,C,44.4305,26.108
2024-12-21T18:45:53.023727,Bucharest,HUM001,humidity,81.04,%,44.4255,26.1
2024-12-21T18:45:53.023727,Bucharest,HUM002,humidity,81.38,%,44.431,26.105
2024-12-21T18:45:53.023727,Bucharest,HUM003,humidity,77.9,%,44.4325,26.109
2024-12-21T18:45:53.023727,Bucharest,AQI001,air_quality,70.67,AQI,44.428,26.1035
2024-12-21T18:45:53.023727,Bucharest,WIND001,wind_speed,13.29,km/h,44.427,26.1015
2024-12-21T19:45:53.023727,Bucharest,TEMP001,temperature,19.29,C,44.4268,26.1025
2024-12-21T19:45:53.023727,Bucharest,TEMP002,temperature,19.21,C,44.429,26.104
2024-12-21T19:45:53.023727,Bucharest,TEMP003,temperature,18.68,C,44.4305,26.108
2024-12-21T19:45:53.023727,Bucharest,HUM001,humidity,81.83,%,44.4255,26.1
2024-12-21T19:45:53.023727,Bucharest,HUM002,humidity,79.29,%,44.431,26.105
2024-12-21T19:45:53.023727,Bucharest,HUM003,humidity,84.25,%,44.4325,26.109
2024-12-21T19:45:53.023727,Bucharest,AQI001,air_quality,77.91,AQI,44.428,26.1035
2024-12-21T19:45:53.023727,Bucharest,WIND001,wind_speed,5.09,km/h,44.427,26.1015
2024-12-21T20:45:53.023727,Bucharest,TEMP001,temperature,18.15,C,44.4268,26.1025
2024-12-21T20:45:53.023727,Bucharest,TEMP002,temperature,18.01,C,44.429,26.104
2024-12-21T20:45:53.023727,Bucharest,TEMP003,temperature,18.29,C,44.4305,26.108
2024-12-21T20:45:53.023727,Bucharest,HUM001,humidity,80.87,%,44.4255,26.1
2024-12-21T20:45:53.023727,Bucharest,HUM002,humidity,81.77,%,44.431,26.105
2024-12-21T20:45:53.023727,Bucharest,HUM003,humidity,80.97,%,44.4325,26.109
2024-12-21T20:45:53.023727,Bucharest,AQI001,air_quality,57.82,AQI,44.428,26.1035
2024-12-21T20:45:53.023727,Bucharest,WIND001,wind_speed,11.71,km/h,44.427,26.1015
2024-12-21T21:45:53.023727,Bucharest,TEMP001,temperature,16.45,C,44.4268,26.1025
2024-12-21T21:45:53.023727,Bucharest,TEMP002,temperature,17.26,C,44.429,26.104
2024-12-21T21:45:53.023727,Bucharest,TEMP003,temperature,16.55,C,44.4305,26.108
2024-12-21T21:45:53.023727,Bucharest,HUM001,humidity,80.99,%,44.4255,26.1
2024-12-21T21:45:53.023727,Bucharest,HUM002,humidity,80.15,%,44.431,26.105
2024-12-21T21:45:53.023727,Bucharest,HUM003,humidity,78.7,%,44.4325,26.109
2024-12-21T21:45:53.023727,Bucharest,AQI001,air_quality,45.72,AQI,44.428,26.1035
2024-12-21T21:45:53.023727,Bucharest,WIND001,wind_speed,6.98,km/h,44.427,26.1015
2024-12-21T22:45:53.023727,Bucharest,TEMP001,temperature,15.86,C,44.4268,26.1025
2024-12-21T22:45:53.023727,Bucharest,TEMP002,temperature,15.64,C,44.429,26.104
2024-12-21T22:45:53.023727,Bucharest,TEMP003,temperature,15.8,C,44.4305,26.108
2024-12-21T22:45:53.023727,Bucharest,HUM001,humidity,86.1,%,44.4255,26.1
2024-12-21T22:45:53.023727,Bucharest,HUM002,humidity,89.23,%,44.431,26.105
2024-12-21T22:45:53.023727,Bucharest,HUM003,humidity,82.7,%,44.4325,26.109
2024-12-21T22:45:53.023727,Bucharest,AQI001,air_quality,47.41,AQI,44.428,26.1035
2024-12-21T22:45:53.023727,Bucharest,WIND001,wind_speed,7.82,km/h,44.427,26.1015
2024-12-21T23:45:53.023727,Bucharest,TEMP001,temperature,15.46,C,44.4268,26.1025
2024-12-21T23:45:53.023727,Bucharest,TEMP002,temperature,15.38,C,44.429,26.104
2024-12-21T23:45:53.023727,Bucharest,TEMP003,temperature,15.9,C,44.4305,26.108
2024-12-21T23:45:53.023727,Bucharest,HUM001,humidity,88.99,%,44.4255,26.1
2024-12-21T23:45:53.023727,Bucharest,HUM002,humidity,82.75,%,44.431,26.105
2024-12-21T23:45:53.023727,Bucharest,HUM003,humidity,80.27,%,44.4325,26.109
2024-12-21T23:45:53.023727,Bucharest,AQI001,air_quality,40.87,AQI,44.428,26.1035
2024-12-21T23:45:53.023727,Bucharest,WIND001,wind_speed,8.15,km/h,44.427,26.1015
2024-12-22T00:45:53.023727,Bucharest,TEMP001,temperature,15.16,C,44.4268,26.1025
2024-12-22T00:45:53.023727,Bucharest,TEMP002,temperature,15.57,C,44.429,26.104
2024-12-22T00:45:53.023727,Bucharest,TEMP003,temperature,15.8,C,44.4305,26.108
2024-12-22T00:45:53.023727,Bucharest,HUM001,humidity,81.31,%,44.4255,26.1
2024-12-22T00:45:53.023727,Bucharest,HUM002,humidity,87.54,%,44.431,26.105
2024-12-22T00:45:53.023727,Bucharest,HUM003,humidity,89.41,%,44.4325,26.109
2024-12-22T00:45:53.023727,Bucharest,AQI001,air_quality,51.87,AQI,44.428,26.1035
2024-12-22T00:45:53.023727,Bucharest,WIND001,wind_speed,10.98,km/h,44.427,26.1015
2024-12-22T01:45:53.023727,Bucharest,TEMP001,temperature,15.58,C,44.4268,26.1025
2024-12-22T01:45:53.023727,Bucharest,TEMP002,temperature,15.48,C,44.429,26.104
2024-12-22T01:45:53.023727,Bucharest,TEMP003,temperature,16.09,C,44.4305,26.108
2024-12-22T01:45:53.023727,Bucharest,HUM001,humidity,85.39,%,44.4255,26.1
2024-12-22T01:45:53.023727,Bucharest,HUM002,humidity,84.0,%,44.431,26.105
2024-12-22T01:45:53.023727,Bucharest,HUM003,humidity,79.29,%,44.4325,26.109
2024-12-22T01:45:53.023727,Bucharest,AQI001,air_quality,50.63,AQI,44.428,26.1035
2024-12-22T01:45:53.023727,Bucharest,WIND001,wind_speed,10.09,km/h,44.427,26.1015
2024-12-22T02:45:53.023727,Bucharest,TEMP001,temperature,16.24,C,44.4268,26.1025
2024-12-22T02:45:53.023727,Bucharest,TEMP002,temperature,16.25,C,44.429,26.104
2024-12-22T02:45:53.023727,Bucharest,TEMP003,temperature,16.46,C,44.4305,26.108
2024-12-22T02:45:53.023727,Bucharest,HUM001,humidity,81.36,%,44.4255,26.1
2024-12-22T02:45:53.023727,Bucharest,HUM002,humidity,83.69,%,44.431,26.105
2024-12-22T02:45:53.023727,Bucharest,HUM003,humidity,79.79,%,44.4325,26.109
2024-12-22T02:45:53.023727,Bucharest,AQI001,air_quality,46.91,AQI,44.428,26.1035
2024-12-22T02:45:53.023727,Bucharest,WIND001,wind_speed,5.87,km/h,44.427,26.1015
2024-12-22T03:45:53.023727,Bucharest,TEMP001,temperature,17.07,C,44.4268,26.1025
2024-12-22T03:45:53.023727,Bucharest,TEMP002,temperature,16.88,C,44.429,26.104
2024-12-22T03:45:53.023727,Bucharest,TEMP003,temperature,16.71,C,44.4305,26.108
2024-12-22T03:45:53.023727,Bucharest,HUM001,humidity,80.12,%,44.4255,26.1
2024-12-22T03:45:53.023727,Bucharest,HUM002,humidity,85.71,%,44.431,26.105
2024-12-22T03:45:53.023727,Bucharest,HUM003,humidity,84.54,%,44.4325,26.109
2024-12-22T03:45:53.023727,Bucharest,AQI001,air_quality,49.61,AQI,44.428,26.1035
2024-12-22T03:45:53.023727,Bucharest,WIND001,wind_speed,7.28,km/h,44.427,26.1015
2024-12-22T04:45:53.023727,Bucharest,TEMP001,temperature,18.36,C,44.4268,26.1025
2024-12-22T04:45:53.023727,Bucharest,TEMP002,temperature,18.51,C,44.429,26.104
2024-12-22T04:45:53.023727,Bucharest,TEMP003,temperature,18.2,C,44.4305,26.108
2024-12-22T04:45:53.023727,Bucharest,HUM001,humidity,76.52,%,44.4255,26.1
2024-12-22T04:45:53.023727,Bucharest,HUM002,humidity,83.36,%,44.431,26.105
2024-12-22T04:45:53.023727,Bucharest,HUM003,humidity,83.14,%,44.4325,26.109
2024-12-22T04:45:53.023727,Bucharest,AQI001,air_quality,59.45,AQI,44.428,26.1035
2024-12-22T04:45:53.023727,Bucharest,WIND001,wind_speed,7.89,km/h,44.427,26.1015
2024-12-22T05:45:53.023727,Bucharest,TEMP001,temperature,19.32,C,44.4268,26.1025
2024-12-22T05:45:53.023727,Bucharest,TEMP002,temperature,19.47,C,44.429,26.104
2024-12-22T05:45:53.023727,Bucharest,TEMP003,temperature,19.54,C,44.4305,26.108
2024-12-22T05:45:53.023727,Bucharest,HUM001,humidity,77.58,%,44.4255,26.1
2024-12-22T05:45:53.023727,Bucharest,HUM002,humidity,81.31,%,44.431,26.105
2024-12-22T05:45:53.023727,Bucharest,HUM003,humidity,75.63,%,44.4325,26.109
2024-12-22T05:45:53.023727,Bucharest,AQI001,air_quality,59.7,AQI,44.428,26.1035
2024-12-22T05:45:53.023727,Bucharest,WIND001,wind_speed,5.29,km/h,44.427,26.1015
2024-12-22T06:45:53.023727,Bucharest,TEMP001,temperature,20.94,C,44.4268,26.1025
2024-12-22T06:45:53.023727,Bucharest,TEMP002,temperature,20.78,C,44.429,26.104
2024-12-22T06:45:53.023727,Bucharest,TEMP003,temperature,20.66,C,44.4305,26.108
2024-12-22T06:45:53.023727,Bucharest,HUM001,humidity,75.08,%,44.4255,26.1
2024-12-22T06:45:53.023727,Bucharest,HUM002,humidity,82.5,%,44.431,26.105
2024-12-22T06:45:53.023727,Bucharest,HUM003,humidity,76.87,%,44.4325,26.109
2024-12-22T06:45:53.023727,Bucharest,AQI001,air_quality,47.97,AQI,44.428,26.1035
2024-12-22T06:45:53.023727,Bucharest,WIND001,wind_speed,10.6,km/h,44.427,26.1015
2024-12-22T07:45:53.023727,Bucharest,TEMP001,temperature,21.85,C,44.4268,26.1025
2024-12-22T07:45:53.023727,Bucharest,TEMP002,temperature,21.68,C,44.429,26.104
2024-12-22T07:45:53.023727,Bucharest,TEMP003,temperature,21.61,C,44.4305,26.108
2024-12-22T07:45:53.023727,Bucharest,HUM001,humidity,80.46,%,44.4255,26.1
2024-12-22T07:45:53.023727,Bucharest,HUM002,humidity,82.93,%,44.431,26.105
2024-12-22T07:45:53.023727,Bucharest,HUM003,humidity,77.21,%,44.4325,26.109
2024-12-22T07:45:53.023727,Bucharest,AQI001,air_quality,70.98,AQI,44.428,26.1035
2024-12-22T07:45:53.023727,Bucharest,WIND001,wind_speed,12.66,km/h,44.427,26.1015
2024-12-22T08:45:53.023727,Bucharest,TEMP001,temperature,22.97,C,44.4268,26.1025
2024-12-22T08:45:53.023727,Bucharest,TEMP002,temperature,23.45,C,44.429,26.104
2024-12-22T08:45:53.023727,Bucharest,TEMP003,temperature,22.77,C,44.4305,26.108
2024-12-22T08:45:53.023727,Bucharest,HUM001,humidity,75.39,%,44.4255,26.1
2024-12-22T08:45:53.023727,Bucharest,HUM002,humidity,81.1,%,44.431,26.105
2024-12-22T08:45:53.023727,Bucharest,HUM003,humidity,78.27,%,44.4325,26.109
2024-12-22T08:45:53.023727,Bucharest,AQI001,air_quality,76.8,AQI,44.428,26.1035
2024-12-22T08:45:53.023727,Bucharest,WIND001,wind_speed,14.02,km/h,44.427,26.1015
2024-12-22T09:45:53.023727,Bucharest,TEMP001,temperature,24.27,C,44.4268,26.1025
2024-12-22T09:45:53.023727,Bucharest,TEMP002,temperature,23.7,C,44.429,26.104
2024-12-22T09:45:53.023727,Bucharest,TEMP003,temperature,24.15,C,44.4305,26.108
2024-12-22T09:45:53.023727,Bucharest,HUM001,humidity,78.03,%,44.4255,26.1
2024-12-22T09:45:53.023727,Bucharest,HUM002,humidity,79.66,%,44.431,26.105
2024-12-22T09:45:53.023727,Bucharest,HUM003,humidity,74.39,%,44.4325,26.109
2024-12-22T09:45:53.023727,Bucharest,AQI001,air_quality,75.55,AQI,44.428,26.1035
2024-12-22T09:45:53.023727,Bucharest,WIND001,wind_speed,13.72,km/h,44.427,26.1015
2024-12-22T10:45:53.023727,Bucharest,TEMP001,temperature,24.93,C,44.4268,26.1025
2024-12-22T10:45:53.023727,Bucharest,TEMP002,temperature,25.13,C,44.429,26.104
2024-12-22T10:45:53.023727,Bucharest,TEMP003,temperature,25.45,C,44.4305,26.108
2024-12-22T10:45:53.023727,Bucharest,HUM001,humidity,70.78,%,44.4255,26.1
2024-12-22T10:45:53.023727,Bucharest,HUM002,humidity,73.05,%,44.431,26.105
2024-12-22T10:45:53.023727,Bucharest,HUM003,humidity,74.95,%,44.4325,26.109
2024-12-22T10:45:53.023727,Bucharest,AQI001,air_quality,71.42,AQI,44.428,26.1035
2024-12-22T10:45:53.023727,Bucharest,WIND001,wind_speed,17.27,km/h,44.427,26.1015
2024-12-22T11:45:53.023727,Bucharest,TEMP001,temperature,25.07,C,44.4268,26.1025
2024-12-22T11:45:53.023727,Bucharest,TEMP002,temperature,25.4,C,44.429,26.104
2024-12-22T11:45:53.023727,Bucharest,TEMP003,temperature,25.68,C,44.4305,26.108
2024-12-22T11:45:53.023727,Bucharest,HUM001,humidity,72.29,%,44.4255,26.1
2024-12-22T11:45:53.023727,Bucharest,HUM002,humidity,70.29,%,44.431,26.105
2024-12-22T11:45:53.023727,Bucharest,HUM003,humidity,75.93,%,44.4325,26.109
2024-12-22T11:45:53.023727,Bucharest,AQI001,air_quality,53.07,AQI,44.428,26.1035
2024-12-22T11:45:53.023727,Bucharest,WIND001,wind_speed,17.25,km/h,44.427,26.1015
2024-12-22T12:45:53.023727,Bucharest,TEMP001,temperature,25.29,C,44.4268,26.1025
2024-12-22T12:45:53.023727,Bucharest,TEMP002,temperature,25.94,C,44.429,26.104
2024-12-22T12:45:53.023727,Bucharest,TEMP003,temperature,25.16,C,44.4305,26.108
2024-12-22T12:45:53.023727,Bucharest,HUM001,humidity,76.26,%,44.4255,26.1
2024-12-22T12:45:53.023727,Bucharest,HUM002,humidity,70.52,%,44.431,26.105
2024-12-22T12:45:53.023727,Bucharest,HUM003,humidity,78.9,%,44.4325,26.109
2024-12-22T12:45:53.023727,Bucharest,AQI001,air_quality,59.92,AQI,44.428,26.1035
2024-12-22T12:45:53.023727,Bucharest,WIND001,wind_speed,12.28,km/h,44.427,26.1015
2024-12-22T13:45:53.023727,Bucharest,TEMP001,temperature,25.82,C,44.4268,26.1025
2024-12-22T13:45:53.023727,Bucharest,TEMP002,temperature,25.19,C,44.429,26.104
2024-12-22T13:45:53.023727,Bucharest,TEMP003,temperature,25.38,C,44.4305,26.108
2024-12-22T13:45:53.023727,Bucharest,HUM001,humidity,70.69,%,44.4255,26.1
2024-12-22T13:45:53.023727,Bucharest,HUM002,humidity,69.77,%,44.431,26.105
2024-12-22T13:45:53.023727,Bucharest,HUM003,humidity,73.54,%,44.4325,26.109
2024-12-22T13:45:53.023727,Bucharest,AQI001,air_quality,58.81,AQI,44.428,26.1035
2024-12-22T13:45:53.023727,Bucharest,WIND001,wind_speed,16.59,km/h,44.427,26.1015
2024-12-22T14:45:53.023727,Bucharest,TEMP001,temperature,24.84,C,44.4268,26.1025
2024-12-22T14:45:53.023727,Bucharest,TEMP002,temperature,25.04,C,44.429,26.104
2024-12-22T14:45:53.023727,Bucharest,TEMP003,temperature,25.17,C,44.4305,26.108
2024-12-22T14:45:53.023727,Bucharest,HUM001,humidity,71.47,%,44.4255,26.1
2024-12-22T14:45:53.023727,Bucharest,HUM002,humidity,79.2,%,44.431,26.105
2024-12-22T14:45:53.023727,Bucharest,HUM003,humidity,76.12,%,44.4325,26.109
2024-12-22T14:45:53.023727,Bucharest,AQI001,air_quality,47.17,AQI,44.428,26.1035
2024-12-22T14:45:53.023727,Bucharest,WIND001,wind_speed,15.32,km/h,44.427,26.1015
2024-12-22T15:45:53.023727,Bucharest,TEMP001,temperature,24.65,C,44.4268,26.1025
2024-12-22T15:45:53.023727,Bucharest,TEMP002,temperature,24.51,C,44.429,26.104
